tanggal,namaBisnis,modal,pemasukan,pengeluaran,jamOperasional,jenisBisnis,status,keuntungan,kerugian,bisnisAddress,isDigital,hasWebsite,jenisBisnisEncoded,predicted_status,predicted_keuntungan,predicted_kerugian
2024-07-24,Jejak Digital,19023500,24837477,4043379,12,Digital & Teknologi,1,5813977,0,"Jl. Pelaku Usaha No. 2547, Yogyakarta",1,0,0,1,1588918,14781
2024-07-24,Klinik Asa,4976651,9184496,2218823,8,Kesehatan & Kecantikan,1,4207845,0,"Jl. Pelaku Usaha No. 2548, Makassar",0,0,4,0,1148657,9004
2024-07-24,NusaTrip,12648371,22204281,3611511,8,Travel & Pariwisata,1,9555910,0,"Jl. Pelaku Usaha No. 2549, Bandung",0,1,9,0,2634869,27671
2024-07-24,Rasa Pagi,4617166,9062054,1720504,9,F&B,1,4444888,0,"Jl. Pelaku Usaha No. 2550, Bandung",0,0,1,1,1218171,9918
2024-07-24,Klinik Asa,13336103,13208992,1383950,9,Kesehatan & Kecantikan,0,0,127111,"Jl. Pelaku Usaha No. 2551, Medan",0,0,4,1,21086,52
2024-07-24,Rasa Pagi,1939861,10938867,3787268,9,F&B,1,8999006,0,"Jl. Pelaku Usaha No. 2552, Medan",0,0,1,1,2487536,26129
2024-07-24,Kelas Rakyat,18051162,19880111,2665689,10,Pendidikan & Pelatihan,1,1828949,0,"Jl. Pelaku Usaha No. 2553, Jakarta",0,0,6,1,462331,1496
2024-07-24,IdeLokal,12045903,7962748,3490877,2,Kreatif & Desain,0,0,4083155,"Jl. Pelaku Usaha No. 2554, Yogyakarta",1,1,5,0,-62053,110411
2024-07-24,Asa Cendekia,3297837,825650,3554577,4,Pendidikan & Pelatihan,0,0,2472187,"Jl. Pelaku Usaha No. 2555, Medan",0,1,6,1,-36410,61159
2024-07-24,Sambal Senja,12447500,17541916,650502,8,F&B,1,5094416,0,"Jl. Pelaku Usaha No. 2556, Surabaya",0,1,1,1,1389357,12268
2024-07-24,Lini Rupa,19846595,19680145,2756749,8,Fashion & Gaya Hidup,0,0,166450,"Jl. Pelaku Usaha No. 2557, Semarang",0,1,2,1,12316,40
2024-07-24,NusaTrip,1475801,9172651,4617657,9,Travel & Pariwisata,1,7696850,0,"Jl. Pelaku Usaha No. 2558, Surabaya",0,0,9,0,2121392,21434
2024-07-24,Rasa Pagi,3447515,4302212,4995921,11,F&B,1,854697,0,"Jl. Pelaku Usaha No. 2559, Semarang",0,0,1,1,212363,630
2024-07-24,Warna Rasa,8887534,7741385,1414036,11,Kreatif & Desain,0,0,1146149,"Jl. Pelaku Usaha No. 2560, Semarang",1,1,5,1,-15798,19953
2024-07-24,Laras Care,2748058,-1296853,4522277,8,Kesehatan & Kecantikan,0,0,4044911,"Jl. Pelaku Usaha No. 2561, Jakarta",0,0,4,0,-62052,109469
2024-07-24,Harga Loka,1475431,-2770838,4908528,8,Retail & Toko Serba Ada,0,0,4246269,"Jl. Pelaku Usaha No. 2562, Surabaya",0,0,8,1,-65726,115462
2024-07-24,Langit Busana,2131740,3345604,3993195,8,Fashion & Gaya Hidup,1,1213864,0,"Jl. Pelaku Usaha No. 2563, Medan",0,0,2,1,307340,959
2024-07-24,Teh & Cerita,14003251,21313071,3765280,9,F&B,1,7309820,0,"Jl. Pelaku Usaha No. 2564, Semarang",0,0,1,1,2011405,19949
2024-07-24,Toko PastiAda,14627887,18167900,3555994,8,Retail & Toko Serba Ada,1,3540013,0,"Jl. Pelaku Usaha No. 2565, Bandung",0,1,8,1,946112,6485
2024-07-24,Bentuk Cerita,13167772,10236390,2764008,14,Kreatif & Desain,0,0,2931382,"Jl. Pelaku Usaha No. 2566, Bandung",1,0,5,0,-45426,73946
2024-07-24,Tata Griya,10679807,20190580,941345,9,Properti & Kontraktor,1,9510773,0,"Jl. Pelaku Usaha No. 2567, Surabaya",0,1,7,1,2615787,27502
2024-07-24,Loka Bambu,13641786,21057277,2283017,12,Kerajinan & Produk Lokal,1,7415491,0,"Jl. Pelaku Usaha No. 2568, Semarang",0,1,3,0,2037241,20223
2024-07-24,Pelita Cita,9088766,16532110,2631665,19,Pendidikan & Pelatihan,1,7443344,0,"Jl. Pelaku Usaha No. 2569, Jakarta",0,1,6,0,2032663,20246
2024-07-24,Kelas Rakyat,1414916,-2146947,4363662,19,Pendidikan & Pelatihan,0,0,3561863,"Jl. Pelaku Usaha No. 2570, Medan",0,1,6,0,-54750,95036
2024-07-24,Karya Warna,8365796,10041971,3414954,8,Kerajinan & Produk Lokal,1,1676175,0,"Jl. Pelaku Usaha No. 2571, Jakarta",0,0,3,0,433749,1408
2024-07-24,Langgananku,13507040,16661291,2572392,8,Retail & Toko Serba Ada,1,3154251,0,"Jl. Pelaku Usaha No. 2572, Surabaya",0,0,8,1,843150,4886
2024-07-24,Langkah Cerah,12152098,13618818,2179841,7,Pendidikan & Pelatihan,1,1466720,0,"Jl. Pelaku Usaha No. 2573, Jakarta",0,0,6,1,365807,1145
2024-07-24,Harga Loka,6099125,2319070,1553132,8,Retail & Toko Serba Ada,0,0,3780055,"Jl. Pelaku Usaha No. 2574, Makassar",0,1,8,1,-57538,103550
2024-07-24,Lini Rupa,7480305,17244710,657276,9,Fashion & Gaya Hidup,1,9764405,0,"Jl. Pelaku Usaha No. 2575, Makassar",0,0,2,1,2684044,28527
2024-07-24,Toko PastiAda,10498899,7673348,3480224,9,Retail & Toko Serba Ada,0,0,2825551,"Jl. Pelaku Usaha No. 2576, Bandung",0,1,8,1,-41820,70553
2024-07-24,Loka Bambu,15153786,11119751,2730061,8,Kerajinan & Produk Lokal,0,0,4034035,"Jl. Pelaku Usaha No. 2577, Medan",0,1,3,0,-60872,109298
2024-07-24,Klinik Asa,16926366,13116048,718916,8,Kesehatan & Kecantikan,0,0,3810318,"Jl. Pelaku Usaha No. 2578, Bandung",0,0,4,0,-57414,103011
2024-07-24,Pelita Cita,12987702,9917297,2659435,7,Pendidikan & Pelatihan,0,0,3070405,"Jl. Pelaku Usaha No. 2579, Makassar",0,1,6,1,-45407,78843
2024-07-24,Tata Griya,3007558,7002156,4414482,8,Properti & Kontraktor,1,3994598,0,"Jl. Pelaku Usaha No. 2580, Yogyakarta",0,1,7,1,1086421,8423
2024-07-24,Citra Akar,3792696,5944900,2570721,8,Kreatif & Desain,1,2152204,0,"Jl. Pelaku Usaha No. 2581, Medan",1,1,5,1,556563,3029
2024-07-24,Rupa Sejiwa,2753345,891090,1775404,10,Kesehatan & Kecantikan,0,0,1862255,"Jl. Pelaku Usaha No. 2582, Surabaya",0,1,4,0,-26321,43518
2024-07-24,Kelas Rakyat,12247906,19950238,1481931,11,Pendidikan & Pelatihan,1,7702332,0,"Jl. Pelaku Usaha No. 2583, Makassar",0,0,6,1,2104565,21121
2024-07-24,CantikNusa,16956673,19747990,4351742,8,Kesehatan & Kecantikan,1,2791317,0,"Jl. Pelaku Usaha No. 2584, Yogyakarta",0,0,4,0,745878,3722
2024-07-24,Bangun Cerita,16427445,24303631,1092693,11,Properti & Kontraktor,1,7876186,0,"Jl. Pelaku Usaha No. 2585, Semarang",0,1,7,1,2156183,21637
2024-07-24,Dapur Loka,11588574,17083954,3671037,11,F&B,1,5495380,0,"Jl. Pelaku Usaha No. 2586, Semarang",0,0,1,1,1509122,13583
2024-07-24,Langgananku,7448384,9266680,1010774,10,Retail & Toko Serba Ada,1,1818296,0,"Jl. Pelaku Usaha No. 2587, Makassar",0,1,8,1,452289,1518
2024-07-24,Koding Karya,12081706,10994141,2842690,16,Digital & Teknologi,0,0,1087565,"Jl. Pelaku Usaha No. 2588, Bandung",1,1,0,1,-14160,17145
2024-07-24,Langkah Cerah,6583692,7518828,3923059,7,Pendidikan & Pelatihan,1,935136,0,"Jl. Pelaku Usaha No. 2589, Yogyakarta",0,1,6,1,217759,666
2024-07-24,Studio Karsa,12960238,13333532,4645689,13,Kreatif & Desain,1,373294,0,"Jl. Pelaku Usaha No. 2590, Jakarta",1,0,5,0,89435,285
2024-07-24,RumaRaya,5140483,703022,3483717,8,Retail & Toko Serba Ada,0,0,4437461,"Jl. Pelaku Usaha No. 2591, Bandung",0,1,8,1,-68674,123023
2024-07-24,Sehat Sentosa,10422107,12983125,2555621,9,Kesehatan & Kecantikan,1,2561018,0,"Jl. Pelaku Usaha No. 2592, Yogyakarta",0,1,4,1,675534,3262
2024-07-24,Lini Rupa,9534785,11324570,2297490,8,Fashion & Gaya Hidup,1,1789785,0,"Jl. Pelaku Usaha No. 2593, Jakarta",0,1,2,1,457640,1541
2024-07-24,Jalan Jelajah,8895019,13945381,4635589,8,Travel & Pariwisata,1,5050362,0,"Jl. Pelaku Usaha No. 2594, Semarang",0,1,9,0,1384273,12000
2024-07-24,Langkah Loka,5842916,6923405,3765190,9,Travel & Pariwisata,1,1080489,0,"Jl. Pelaku Usaha No. 2595, Surabaya",0,0,9,0,259115,778
2024-07-24,Langkah Cerah,17584712,23674726,2001702,8,Pendidikan & Pelatihan,1,6090014,0,"Jl. Pelaku Usaha No. 2596, Bandung",0,0,6,1,1662445,15437
2024-07-24,Studio Karsa,16060700,20088605,2663817,8,Kreatif & Desain,1,4027905,0,"Jl. Pelaku Usaha No. 2597, Makassar",1,0,5,1,1078744,8325
2024-07-24,Asa Cendekia,5620870,9773133,2640131,8,Pendidikan & Pelatihan,1,4152263,0,"Jl. Pelaku Usaha No. 2598, Medan",0,0,6,1,1130641,8747
2024-07-24,Langgananku,7489487,7479828,4262664,10,Retail & Toko Serba Ada,0,0,9659,"Jl. Pelaku Usaha No. 2599, Jakarta",0,1,8,1,26444,68
2024-07-24,Sentra Loka,2122410,357605,4084004,12,Kerajinan & Produk Lokal,0,0,1764805,"Jl. Pelaku Usaha No. 2600, Bandung",0,0,3,0,-24298,36821
2024-07-10,Jalan Jelajah,9033680,12286295,1788346,9,Travel & Pariwisata,1,3252615,0,"Jl. Pelaku Usaha No. 2601, Medan",0,0,9,0,869472,5253
2024-07-10,Langgananku,18028864,15467786,4133926,10,Retail & Toko Serba Ada,0,0,2561078,"Jl. Pelaku Usaha No. 2602, Yogyakarta",0,0,8,1,-37336,59572
2024-07-10,Rumah Kita,17930052,14524133,1798114,8,Properti & Kontraktor,0,0,3405919,"Jl. Pelaku Usaha No. 2603, Yogyakarta",0,1,7,1,-50489,89080
2024-07-10,Jajan Jadoel,5528516,8155345,1978864,12,F&B,1,2626829,0,"Jl. Pelaku Usaha No. 2604, Surabaya",0,0,1,1,701616,3260
2024-07-10,Rasa Pagi,9163308,10577245,2862636,11,F&B,1,1413937,0,"Jl. Pelaku Usaha No. 2605, Jakarta",0,1,1,1,351657,1142
2024-07-10,NusaCloud,18067983,18975002,571129,1,Digital & Teknologi,1,907019,0,"Jl. Pelaku Usaha No. 2606, Surabaya",1,0,0,0,213829,689
2024-07-10,Toko PastiAda,10873954,18516974,2539400,8,Retail & Toko Serba Ada,1,7643020,0,"Jl. Pelaku Usaha No. 2607, Medan",0,0,8,1,2095994,20987
2024-07-10,Karya Warna,18491068,27313841,2608554,12,Kerajinan & Produk Lokal,1,8822773,0,"Jl. Pelaku Usaha No. 2608, Jakarta",0,0,3,0,2414760,24968
2024-07-10,Kriya Kita,12780716,16283946,3807527,11,Kerajinan & Produk Lokal,1,3503230,0,"Jl. Pelaku Usaha No. 2609, Medan",0,0,3,0,946170,6301
2024-07-10,Citra Akar,8028161,12397825,4269725,5,Kreatif & Desain,1,4369664,0,"Jl. Pelaku Usaha No. 2610, Bandung",1,0,5,0,1188827,9829
2024-07-10,Teh & Cerita,8546109,17432091,1232854,9,F&B,1,8885982,0,"Jl. Pelaku Usaha No. 2611, Yogyakarta",0,0,1,1,2443305,25485
2024-07-10,Bentuk Cerita,19196132,17605821,4784663,20,Kreatif & Desain,0,0,1590311,"Jl. Pelaku Usaha No. 2612, Surabaya",1,0,5,0,-23798,28614
2024-07-10,Mitra Langit,5783781,9576313,541752,10,Travel & Pariwisata,1,3792532,0,"Jl. Pelaku Usaha No. 2613, Makassar",0,1,9,0,1013936,7443
2024-07-10,Lahan Asa,13038784,16718214,2545753,9,Properti & Kontraktor,1,3679430,0,"Jl. Pelaku Usaha No. 2614, Makassar",0,1,7,1,985858,6984
2024-07-10,CantikNusa,13604071,18113961,2264967,8,Kesehatan & Kecantikan,1,4509890,0,"Jl. Pelaku Usaha No. 2615, Makassar",0,1,4,0,1229431,10005
2024-07-10,Teh & Cerita,6143210,15172444,3681372,11,F&B,1,9029234,0,"Jl. Pelaku Usaha No. 2616, Makassar",0,1,1,1,2497625,26144
2024-07-10,Loka Bambu,5803476,10745744,2165533,12,Kerajinan & Produk Lokal,1,4942268,0,"Jl. Pelaku Usaha No. 2617, Jakarta",0,0,3,0,1348927,11604
2024-07-10,Data Cerah,19840468,26843875,3639154,11,Digital & Teknologi,1,7003407,0,"Jl. Pelaku Usaha No. 2618, Makassar",1,0,0,1,1927288,18900
2024-07-10,Tata Griya,5050615,4906257,4898073,8,Properti & Kontraktor,0,0,144358,"Jl. Pelaku Usaha No. 2619, Yogyakarta",0,0,7,1,20046,78
2024-07-10,Asa Cendekia,11537318,15781096,1778449,14,Pendidikan & Pelatihan,1,4243778,0,"Jl. Pelaku Usaha No. 2620, Jakarta",0,1,6,1,1141361,8946
2024-07-10,Harga Loka,6766380,12341564,1960389,10,Retail & Toko Serba Ada,1,5575184,0,"Jl. Pelaku Usaha No. 2621, Makassar",0,0,8,1,1521826,13762
2024-07-10,Warna Rasa,17356579,21860256,559514,18,Kreatif & Desain,1,4503677,0,"Jl. Pelaku Usaha No. 2622, Medan",1,0,5,0,1188110,9754
2024-07-10,Sentra Loka,4566751,12493863,1671715,10,Kerajinan & Produk Lokal,1,7927112,0,"Jl. Pelaku Usaha No. 2623, Medan",0,0,3,1,2178345,22190
2024-07-10,Kelas Rakyat,18366613,16305039,603543,13,Pendidikan & Pelatihan,0,0,2061574,"Jl. Pelaku Usaha No. 2624, Medan",0,1,6,1,-28411,47277
2024-07-10,Jajan Jadoel,4560814,1831317,3870457,11,F&B,0,0,2729497,"Jl. Pelaku Usaha No. 2625, Makassar",0,0,1,1,-40489,68079
2024-07-10,Langkah Cerah,4230138,9516746,1794781,18,Pendidikan & Pelatihan,1,5286608,0,"Jl. Pelaku Usaha No. 2626, Makassar",0,0,6,0,1426502,12698
2024-07-10,Loka Bambu,16144947,17171400,3377028,12,Kerajinan & Produk Lokal,1,1026453,0,"Jl. Pelaku Usaha No. 2627, Medan",0,1,3,0,240126,710
2024-07-10,Dapur Loka,6834651,10060790,3318818,8,F&B,1,3226139,0,"Jl. Pelaku Usaha No. 2628, Medan",0,1,1,1,874532,5786
2024-07-10,Loka Bambu,14894961,16426128,4695425,9,Kerajinan & Produk Lokal,1,1531167,0,"Jl. Pelaku Usaha No. 2629, Semarang",0,1,3,1,386994,1257
2024-07-10,Langit Busana,4288571,4201650,3861389,8,Fashion & Gaya Hidup,0,0,86921,"Jl. Pelaku Usaha No. 2630, Bandung",0,1,2,1,20632,88
2024-07-10,Lahan Asa,8278639,17232604,4770097,9,Properti & Kontraktor,1,8953965,0,"Jl. Pelaku Usaha No. 2631, Makassar",0,1,7,1,2475688,25753
2024-07-10,Loka Bambu,13647935,18105820,4085392,9,Kerajinan & Produk Lokal,1,4457885,0,"Jl. Pelaku Usaha No. 2632, Medan",0,0,3,1,1219380,9793
2024-07-10,Asa Cendekia,19680244,26767830,2687786,18,Pendidikan & Pelatihan,1,7087586,0,"Jl. Pelaku Usaha No. 2633, Yogyakarta",0,1,6,0,1928489,18768
2024-07-10,NusaTrip,5333580,15236254,4547533,9,Travel & Pariwisata,1,9902674,0,"Jl. Pelaku Usaha No. 2634, Makassar",0,1,9,0,2737243,29073
2024-07-10,Koding Karya,13741602,23060929,4457466,3,Digital & Teknologi,1,9319327,0,"Jl. Pelaku Usaha No. 2635, Yogyakarta",1,0,0,1,2590071,27285
2024-07-10,Jalan Jelajah,14789057,15543839,4517030,8,Travel & Pariwisata,1,754782,0,"Jl. Pelaku Usaha No. 2636, Surabaya",0,1,9,0,164562,460
2024-07-10,Koding Karya,6686853,5707520,2414764,17,Digital & Teknologi,0,0,979333,"Jl. Pelaku Usaha No. 2637, Semarang",1,0,0,1,-13361,14669
2024-07-10,Warna Rasa,8623230,3923556,3507432,7,Kreatif & Desain,0,0,4699674,"Jl. Pelaku Usaha No. 2638, Medan",1,1,5,1,-74225,131951
2024-07-10,Langit Busana,3824524,1173620,2156997,9,Fashion & Gaya Hidup,0,0,2650904,"Jl. Pelaku Usaha No. 2639, Bandung",0,1,2,1,-39051,68303
2024-07-10,Rupa Nusantara,1274191,6519107,2924175,8,Kerajinan & Produk Lokal,1,5244916,0,"Jl. Pelaku Usaha No. 2640, Surabaya",0,0,3,0,1446999,12894
2024-07-10,Rancak Raya,11175131,9591299,2362941,8,Fashion & Gaya Hidup,0,0,1583832,"Jl. Pelaku Usaha No. 2641, Semarang",0,0,2,1,-20203,30988
2024-07-10,Tamasya Cerah,7163820,9609839,3744070,10,Travel & Pariwisata,1,2446019,0,"Jl. Pelaku Usaha No. 2642, Jakarta",0,1,9,0,635277,2913
2024-07-10,Langgananku,14154359,13889813,1894416,8,Retail & Toko Serba Ada,0,0,264546,"Jl. Pelaku Usaha No. 2643, Medan",0,1,8,1,1973,53
2024-07-10,IdeLokal,1154015,-2053228,3667566,2,Kreatif & Desain,0,0,3207243,"Jl. Pelaku Usaha No. 2644, Medan",1,1,5,0,-48676,84532
2024-07-10,Bangun Cerita,12472439,11017400,2126407,11,Properti & Kontraktor,0,0,1455039,"Jl. Pelaku Usaha No. 2645, Jakarta",0,0,7,1,-18321,26239
2024-07-10,Rancak Raya,1563000,510712,2600485,8,Fashion & Gaya Hidup,0,0,1052288,"Jl. Pelaku Usaha No. 2646, Surabaya",0,1,2,1,-13124,17595
2024-07-10,Asa Cendekia,1720483,-778281,4583246,9,Pendidikan & Pelatihan,0,0,2498764,"Jl. Pelaku Usaha No. 2647, Makassar",0,1,6,1,-37173,61279
2024-07-10,Harga Loka,5722960,5219469,773764,9,Retail & Toko Serba Ada,0,0,503491,"Jl. Pelaku Usaha No. 2648, Semarang",0,0,8,1,-1972,1901
2024-07-10,NusaCloud,18208508,14404629,3474789,2,Digital & Teknologi,0,0,3803879,"Jl. Pelaku Usaha No. 2649, Yogyakarta",1,0,0,1,-59229,102019
2024-07-10,Jejak Digital,17568091,14192832,1379014,11,Digital & Teknologi,0,0,3375259,"Jl. Pelaku Usaha No. 2650, Semarang",1,0,0,1,-53306,90388
2024-07-10,Kelas Rakyat,16878628,17154498,2798345,14,Pendidikan & Pelatihan,1,275870,0,"Jl. Pelaku Usaha No. 2651, Medan",0,1,6,1,65929,131
2024-07-10,Bentuk Cerita,18628466,26962026,1330407,13,Kreatif & Desain,1,8333560,0,"Jl. Pelaku Usaha No. 2652, Bandung",1,1,5,0,2286569,23399
2024-07-10,NusaTrip,4234215,1423100,4203909,8,Travel & Pariwisata,0,0,2811115,"Jl. Pelaku Usaha No. 2653, Makassar",0,0,9,0,-41289,69205
2024-07-10,Sambal Senja,17392012,24492954,3716022,10,F&B,1,7100942,0,"Jl. Pelaku Usaha No. 2654, Makassar",0,1,1,1,1958077,19170
2024-07-10,Langgananku,19563477,25911781,4412971,10,Retail & Toko Serba Ada,1,6348304,0,"Jl. Pelaku Usaha No. 2655, Bandung",0,1,8,1,1739303,16360
2024-07-10,Bumi Perca,12803889,22074151,3531084,9,Fashion & Gaya Hidup,1,9270262,0,"Jl. Pelaku Usaha No. 2656, Semarang",0,0,2,1,2552506,26775
2024-07-10,Harga Loka,3632998,4112775,1790561,8,Retail & Toko Serba Ada,1,479777,0,"Jl. Pelaku Usaha No. 2657, Yogyakarta",0,0,8,1,117551,298
2024-07-10,NusaCloud,18764898,15112070,1671405,10,Digital & Teknologi,0,0,3652828,"Jl. Pelaku Usaha No. 2658, Bandung",1,1,0,1,-54569,97466
2024-07-10,RumaRaya,18618324,15432505,3520336,10,Retail & Toko Serba Ada,0,0,3185819,"Jl. Pelaku Usaha No. 2659, Yogyakarta",0,1,8,1,-47107,80237
2024-07-10,Hijab Pelita,11083754,11881923,3292080,9,Fashion & Gaya Hidup,1,798169,0,"Jl. Pelaku Usaha No. 2660, Makassar",0,1,2,1,184716,539
2024-07-10,Rancang Sejahtera,3125108,7967926,4149951,12,Properti & Kontraktor,1,4842818,0,"Jl. Pelaku Usaha No. 2661, Makassar",0,1,7,1,1324249,11365
2024-07-10,Jalan Jelajah,4016489,6589594,1656386,9,Travel & Pariwisata,1,2573105,0,"Jl. Pelaku Usaha No. 2662, Jakarta",0,1,9,0,671698,3358
2024-07-10,CantikNusa,19372207,26968449,3351889,10,Kesehatan & Kecantikan,1,7596242,0,"Jl. Pelaku Usaha No. 2663, Medan",0,0,4,0,2079993,20710
2024-07-10,Studio Karsa,18438643,20982249,2173827,2,Kreatif & Desain,1,2543606,0,"Jl. Pelaku Usaha No. 2664, Medan",1,1,5,0,659187,3958
2024-07-10,Belanja Pintar,6059347,14710742,3186982,10,Retail & Toko Serba Ada,1,8651395,0,"Jl. Pelaku Usaha No. 2665, Semarang",0,1,8,1,2385644,24656
2024-07-10,Sehat Sentosa,12441468,14907444,3437139,10,Kesehatan & Kecantikan,1,2465976,0,"Jl. Pelaku Usaha No. 2666, Semarang",0,0,4,0,651605,2609
2024-07-10,Rancak Raya,6709717,16694919,4583551,9,Fashion & Gaya Hidup,1,9985202,0,"Jl. Pelaku Usaha No. 2667, Surabaya",0,1,2,1,2767071,29502
2024-07-10,Rancang Sejahtera,4573585,7453559,4670356,10,Properti & Kontraktor,1,2879974,0,"Jl. Pelaku Usaha No. 2668, Makassar",0,0,7,1,773745,4194
2024-07-10,CantikNusa,11426722,13415762,2439001,9,Kesehatan & Kecantikan,1,1989040,0,"Jl. Pelaku Usaha No. 2669, Yogyakarta",0,0,4,1,516608,1712
2024-07-10,Mitra Langit,8807733,17856114,4757149,10,Travel & Pariwisata,1,9048381,0,"Jl. Pelaku Usaha No. 2670, Medan",0,0,9,0,2488167,25951
2024-07-10,Citra Akar,11609473,8948113,4479357,7,Kreatif & Desain,0,0,2661360,"Jl. Pelaku Usaha No. 2671, Jakarta",1,0,5,1,-40011,63540
2024-07-10,IdeLokal,5349221,9015441,3337757,1,Kreatif & Desain,1,3666220,0,"Jl. Pelaku Usaha No. 2672, Semarang",1,1,5,0,993605,8060
2024-07-10,Rancang Sejahtera,6365186,12438959,4443927,9,Properti & Kontraktor,1,6073773,0,"Jl. Pelaku Usaha No. 2673, Surabaya",0,1,7,1,1673050,15761
2024-07-10,Sambal Senja,6938489,5313419,1707495,8,F&B,0,0,1625070,"Jl. Pelaku Usaha No. 2674, Yogyakarta",0,0,1,1,-21200,33868
2024-07-10,Rasa Pagi,17693996,25488072,2527963,11,F&B,1,7794076,0,"Jl. Pelaku Usaha No. 2675, Jakarta",0,0,1,1,2134832,21468
2024-07-10,Jejak Digital,4638644,11986673,858074,15,Digital & Teknologi,1,7348029,0,"Jl. Pelaku Usaha No. 2676, Surabaya",1,0,0,1,2017490,20305
2024-07-10,Lahan Asa,1016318,6438962,734957,10,Properti & Kontraktor,1,5422644,0,"Jl. Pelaku Usaha No. 2677, Jakarta",0,1,7,1,1477727,13444
2024-07-10,NusaCloud,19903585,28048628,2294491,15,Digital & Teknologi,1,8145043,0,"Jl. Pelaku Usaha No. 2678, Semarang",1,0,0,1,2231027,22759
2024-07-10,Toko PastiAda,9072817,5375404,1490251,8,Retail & Toko Serba Ada,0,0,3697413,"Jl. Pelaku Usaha No. 2679, Yogyakarta",0,1,8,1,-55951,100354
2024-07-10,Lini Rupa,1763560,9353278,3368213,10,Fashion & Gaya Hidup,1,7589718,0,"Jl. Pelaku Usaha No. 2680, Surabaya",0,0,2,1,2093624,21167
2024-07-10,Bentuk Cerita,6614514,12989929,3130944,16,Kreatif & Desain,1,6375415,0,"Jl. Pelaku Usaha No. 2681, Surabaya",1,1,5,0,1744665,16986
2024-07-10,Sehat Sentosa,4034883,7294101,4733004,10,Kesehatan & Kecantikan,1,3259218,0,"Jl. Pelaku Usaha No. 2682, Jakarta",0,1,4,0,882225,5865
2024-07-10,Studio Karsa,19883251,26735201,3379835,13,Kreatif & Desain,1,6851950,0,"Jl. Pelaku Usaha No. 2683, Yogyakarta",1,1,5,0,1877355,18334
2024-07-10,Tamasya Cerah,15543038,19952985,3005248,8,Travel & Pariwisata,1,4409947,0,"Jl. Pelaku Usaha No. 2684, Makassar",0,0,9,0,1193666,9395
2024-07-10,Bumi Perca,14793040,23363891,2987983,10,Fashion & Gaya Hidup,1,8570851,0,"Jl. Pelaku Usaha No. 2685, Bandung",0,1,2,1,2363027,24304
2024-07-10,Klinik Asa,10419023,12655782,2025413,10,Kesehatan & Kecantikan,1,2236759,0,"Jl. Pelaku Usaha No. 2686, Bandung",0,0,4,0,585341,1976
2024-07-10,Tamasya Cerah,5889160,9699712,4134644,9,Travel & Pariwisata,1,3810552,0,"Jl. Pelaku Usaha No. 2687, Bandung",0,0,9,0,1033140,7443
2024-07-10,Langit Busana,4780758,2954747,1383009,10,Fashion & Gaya Hidup,0,0,1826011,"Jl. Pelaku Usaha No. 2688, Surabaya",0,1,2,1,-25435,42531
2024-07-10,IdeLokal,19800711,14821158,4203564,20,Kreatif & Desain,0,0,4979553,"Jl. Pelaku Usaha No. 2689, Yogyakarta",1,1,5,0,-82024,140096
2024-07-10,Studio Karsa,3654418,8336407,762603,6,Kreatif & Desain,1,4681989,0,"Jl. Pelaku Usaha No. 2690, Medan",1,0,5,0,1271661,10844
2024-07-10,Langkah Cerah,13340372,20780524,2713855,4,Pendidikan & Pelatihan,1,7440152,0,"Jl. Pelaku Usaha No. 2691, Bandung",0,0,6,1,2048519,20346
2024-07-10,Kelas Rakyat,9341311,16379142,4015224,16,Pendidikan & Pelatihan,1,7037831,0,"Jl. Pelaku Usaha No. 2692, Makassar",0,0,6,1,1921425,18877
2024-07-10,Langkah Loka,2443651,10575174,2431282,10,Travel & Pariwisata,1,8131523,0,"Jl. Pelaku Usaha No. 2693, Makassar",0,1,9,0,2241075,22882
2024-07-10,Rasa Pagi,19754858,26542790,888443,9,F&B,1,6787932,0,"Jl. Pelaku Usaha No. 2694, Jakarta",0,1,1,1,1861907,17957
2024-07-10,Bumi Perca,15867416,23261610,2956710,8,Fashion & Gaya Hidup,1,7394194,0,"Jl. Pelaku Usaha No. 2695, Makassar",0,1,2,1,2040595,20213
2024-07-10,NusaTrip,19831626,27163936,3575356,10,Travel & Pariwisata,1,7332310,0,"Jl. Pelaku Usaha No. 2696, Medan",0,0,9,0,2001719,19663
2024-07-10,Laras Care,19482712,28180731,3352567,10,Kesehatan & Kecantikan,1,8698019,0,"Jl. Pelaku Usaha No. 2697, Yogyakarta",0,1,4,0,2393582,24596
2024-07-10,Lini Rupa,6400151,2225271,3209266,8,Fashion & Gaya Hidup,0,0,4174880,"Jl. Pelaku Usaha No. 2698, Surabaya",0,0,2,1,-64407,114790
2024-07-10,Kriya Kita,19473294,20632721,3045002,8,Kerajinan & Produk Lokal,1,1159427,0,"Jl. Pelaku Usaha No. 2699, Medan",0,0,3,0,281322,835
2024-07-10,Kelas Rakyat,10203326,15518655,2172307,18,Pendidikan & Pelatihan,1,5315329,0,"Jl. Pelaku Usaha No. 2700, Bandung",0,0,6,0,1432921,12674
2024-06-26,Laras Care,19970322,21243519,4353865,10,Kesehatan & Kecantikan,1,1273197,0,"Jl. Pelaku Usaha No. 2701, Semarang",0,0,4,0,310728,945
2024-06-26,Harga Loka,15832105,20921495,1310248,9,Retail & Toko Serba Ada,1,5089390,0,"Jl. Pelaku Usaha No. 2702, Makassar",0,1,8,1,1375908,11890
