tanggal,namaBisnis,modal,pemasukan,pengeluaran,jamOperasional,jenisBisnis,status,keuntungan,kerugian,bisnisAddress,isDigital,hasWebsite
2025-11-27,Rupa Nusantara,10964552.58,14958923.63,2988273.9,12,Kerajinan & Produk Lokal,1,3994371.05,0.0,"Jl. Pelaku Usaha No. 1077, Bitung",False,False
2025-11-27,Karya Warna,15875617.95,17665170.93,1085187.28,10,Kerajinan & Produk Lokal,1,1789552.98,0.0,"Jl. Pelaku Usaha No. 1078, Surakarta",False,True
2025-11-27,Jajan Jadoel,14481106.43,15603610.04,2487522.05,11,F&B,1,1122503.61,0.0,"Jl. Pelaku Usaha No. 1079, Cimahi",False,False
2025-11-27,Studio Karsa,7181087.84,5000761.23,4538920.26,11,Kreatif & Desain,0,0.0,2180326.61,"Jl. Pelaku Usaha No. 1080, Tasikmalaya",True,False
2025-11-27,Tata Griya,17920890.48,14026065.17,4424467.19,8,Properti & Kontraktor,0,0.0,3894825.31,"Jl. Pelaku Usaha No. 1081, Banda Aceh",False,True
2025-11-27,Laras Care,9158646.05,4183516.89,866303.58,9,Kesehatan & Kecantikan,0,0.0,4975129.16,"Jl. Pelaku Usaha No. 1082, Palembang",False,False
2025-11-27,Langit Busana,15237972.66,21822206.55,4558346.25,10,Fashion & Gaya Hidup,1,6584233.89,0.0,"Jl. Pelaku Usaha No. 1083, Manado",False,True
2025-11-27,NusaCloud,19784041.09,15909091.1,1014349.79,9,Digital & Teknologi,0,0.0,3874949.99,"Jl. Pelaku Usaha No. 1084, Bengkulu",True,False
2025-11-27,Rasa Pagi,13333204.15,23211449.61,4983934.05,11,F&B,1,9878245.46,0.0,"Jl. Pelaku Usaha No. 1085, Surabaya",False,False
2025-11-27,Rancak Raya,15468833.35,19340079.9,1288087.17,10,Fashion & Gaya Hidup,1,3871246.55,0.0,"Jl. Pelaku Usaha No. 1086, Kupang",False,False
2025-11-27,Bumi Perca,14827498.1,16440911.08,4501612.89,8,Fashion & Gaya Hidup,1,1613412.98,0.0,"Jl. Pelaku Usaha No. 1087, Dumai",False,False
2025-11-27,Rupa Sejiwa,6839913.68,6569055.92,845855.11,9,Kesehatan & Kecantikan,0,0.0,270857.76,"Jl. Pelaku Usaha No. 1088, Ambon",False,False
2025-11-27,Jejak Digital,10981959.21,6380022.88,1130550.04,18,Digital & Teknologi,0,0.0,4601936.33,"Jl. Pelaku Usaha No. 1089, Pangkalpinang",True,False
2025-11-27,Studio Karsa,15092143.46,15618145.53,1772914.77,20,Kreatif & Desain,1,526002.07,0.0,"Jl. Pelaku Usaha No. 1090, Jakarta Selatan",True,False
2025-11-27,Toko PastiAda,19832243.35,26762284.11,967384.41,8,Retail & Toko Serba Ada,1,6930040.76,0.0,"Jl. Pelaku Usaha No. 1091, Bitung",False,False
2025-11-27,Mitra Langit,2433652.57,6061280.34,892542.07,8,Travel & Pariwisata,1,3627627.77,0.0,"Jl. Pelaku Usaha No. 1092, Cilegon",False,True
2025-11-27,Lini Rupa,12369221.41,22204165.56,3405194.84,10,Fashion & Gaya Hidup,1,9834944.15,0.0,"Jl. Pelaku Usaha No. 1093, Bandar Lampung",False,True
2025-11-27,Lahan Asa,11993547.64,17819436.37,3491837.27,11,Properti & Kontraktor,1,5825888.73,0.0,"Jl. Pelaku Usaha No. 1094, Batu",False,True
2025-11-27,Langgananku,10345101.36,20106298.18,1334485.05,8,Retail & Toko Serba Ada,1,9761196.82,0.0,"Jl. Pelaku Usaha No. 1095, Madiun",False,True
2025-11-27,RumaRaya,4301387.03,7867322.67,4514773.34,10,Retail & Toko Serba Ada,1,3565935.64,0.0,"Jl. Pelaku Usaha No. 1096, Bandar Lampung",False,False
2025-11-27,Tata Griya,8783510.35,12594896.72,3775363.22,10,Properti & Kontraktor,1,3811386.37,0.0,"Jl. Pelaku Usaha No. 1097, Pematangsiantar",False,False
2025-11-27,Jejak Digital,16834435.63,19145112.31,3956997.34,1,Digital & Teknologi,1,2310676.68,0.0,"Jl. Pelaku Usaha No. 1098, Palembang",True,False
2025-11-27,Jajan Jadoel,19173835.43,19525136.24,3417797.2,11,F&B,1,351300.81,0.0,"Jl. Pelaku Usaha No. 1099, Batam",False,True
2025-11-27,Jajan Jadoel,18195047.92,16275074.71,4267046.3,10,F&B,0,0.0,1919973.21,"Jl. Pelaku Usaha No. 1100, Banjar",False,False
2025-12-11,Studio Karsa,8305811.88,17625875.93,3339012.18,3,Kreatif & Desain,1,9320064.05,0.0,"Jl. Pelaku Usaha No. 1101, Semarang",True,True
2025-12-11,Langkah Loka,13978518.57,15768904.21,3776090.12,10,Travel & Pariwisata,1,1790385.64,0.0,"Jl. Pelaku Usaha No. 1102, Tangerang",False,True
2025-12-11,Hijab Pelita,4595662.06,8905148.13,966018.0,9,Fashion & Gaya Hidup,1,4309486.07,0.0,"Jl. Pelaku Usaha No. 1103, Pekanbaru",False,True
2025-12-11,Langkah Loka,5818817.79,14521893.44,1151689.82,8,Travel & Pariwisata,1,8703075.65,0.0,"Jl. Pelaku Usaha No. 1104, Jakarta",False,False
2025-12-11,Sambal Senja,10373917.98,10779182.19,4161717.31,8,F&B,1,405264.21,0.0,"Jl. Pelaku Usaha No. 1105, Yogyakarta",False,True
2025-12-11,Asa Cendekia,11468636.76,8607247.02,1754263.99,8,Pendidikan & Pelatihan,0,0.0,2861389.74,"Jl. Pelaku Usaha No. 1106, Pasuruan",False,True
2025-12-11,Harga Loka,12414279.24,18003910.64,3442217.16,8,Retail & Toko Serba Ada,1,5589631.4,0.0,"Jl. Pelaku Usaha No. 1107, Pekanbaru",False,False
2025-12-11,Tamasya Cerah,1362476.12,-3442289.0,1671149.34,8,Travel & Pariwisata,0,0.0,4804765.12,"Jl. Pelaku Usaha No. 1108, Singkawang",False,False
2025-12-11,Hijab Pelita,5066433.79,7782246.56,1691010.05,10,Fashion & Gaya Hidup,1,2715812.77,0.0,"Jl. Pelaku Usaha No. 1109, Pekalongan",False,False
2025-12-11,Dapur Loka,4964904.04,9485923.17,4478593.73,11,F&B,1,4521019.13,0.0,"Jl. Pelaku Usaha No. 1110, Yogyakarta",False,True
2025-12-11,Dapur Loka,4270195.91,13282351.79,3930728.1,8,F&B,1,9012155.88,0.0,"Jl. Pelaku Usaha No. 1111, Makassar",False,False
2025-12-11,IdeLokal,13978010.09,23947294.5,718469.07,19,Kreatif & Desain,1,9969284.41,0.0,"Jl. Pelaku Usaha No. 1112, Batu",True,False
2025-12-11,Rumah Kita,16791432.95,20193978.91,4299078.82,9,Properti & Kontraktor,1,3402545.96,0.0,"Jl. Pelaku Usaha No. 1113, Padang",False,False
2025-12-11,Citra Akar,16133978.81,21861639.28,2958858.13,16,Kreatif & Desain,1,5727660.47,0.0,"Jl. Pelaku Usaha No. 1114, Lubuk Linggau",True,False
2025-12-11,Jalan Jelajah,6609608.89,7944941.41,1607732.57,10,Travel & Pariwisata,1,1335332.52,0.0,"Jl. Pelaku Usaha No. 1115, Ambon",False,False
2025-12-11,RumaRaya,10952638.27,8048790.77,600393.34,8,Retail & Toko Serba Ada,0,0.0,2903847.5,"Jl. Pelaku Usaha No. 1116, Tegal",False,True
2025-12-11,Belanja Pintar,1026183.54,-1482640.53,613260.51,9,Retail & Toko Serba Ada,0,0.0,2508824.07,"Jl. Pelaku Usaha No. 1117, Pematangsiantar",False,True
2025-12-11,CantikNusa,16675397.95,13433205.11,3986805.12,8,Kesehatan & Kecantikan,0,0.0,3242192.84,"Jl. Pelaku Usaha No. 1118, Tarakan",False,False
2025-12-11,Teh & Cerita,10556203.87,12564489.25,4646324.02,9,F&B,1,2008285.38,0.0,"Jl. Pelaku Usaha No. 1119, Banjar",False,True
2025-12-11,Warna Rasa,5523717.91,7509832.39,4796516.78,5,Kreatif & Desain,1,1986114.48,0.0,"Jl. Pelaku Usaha No. 1120, Malang",True,True
2025-12-11,Rasa Pagi,9831308.47,19159793.85,2430420.01,10,F&B,1,9328485.38,0.0,"Jl. Pelaku Usaha No. 1121, Cimahi",False,True
2025-12-11,Lahan Asa,2409979.7,-690625.09,2554918.52,8,Properti & Kontraktor,0,0.0,3100604.79,"Jl. Pelaku Usaha No. 1122, Palu",False,True
2025-12-11,NusaCloud,13514050.82,22886452.32,3375275.51,7,Digital & Teknologi,1,9372401.5,0.0,"Jl. Pelaku Usaha No. 1123, Jakarta",True,False
2025-12-11,Mitra Langit,11954010.56,6967914.95,4962123.39,9,Travel & Pariwisata,0,0.0,4986095.61,"Jl. Pelaku Usaha No. 1124, Bekasi",False,True
2025-12-11,Bangun Cerita,13852136.18,14560864.25,1213266.4,8,Properti & Kontraktor,1,708728.07,0.0,"Jl. Pelaku Usaha No. 1125, Tegal",False,True
2025-12-11,Langkah Cerah,18838614.5,20956295.88,1973500.98,20,Pendidikan & Pelatihan,1,2117681.38,0.0,"Jl. Pelaku Usaha No. 1126, Madiun",False,False
2025-12-11,Kelas Rakyat,17887874.17,26241668.33,4380300.23,15,Pendidikan & Pelatihan,1,8353794.16,0.0,"Jl. Pelaku Usaha No. 1127, Tangerang",False,False
2025-12-11,Laras Care,2068844.47,-1416067.24,3193049.75,10,Kesehatan & Kecantikan,0,0.0,3484911.71,"Jl. Pelaku Usaha No. 1128, Lubuk Linggau",False,False
2025-12-11,Jejak Digital,17215445.35,14136138.52,1836161.3,17,Digital & Teknologi,0,0.0,3079306.83,"Jl. Pelaku Usaha No. 1129, Banjarbaru",True,False
2025-12-11,Toko PastiAda,6563395.13,5244139.33,4086991.17,9,Retail & Toko Serba Ada,0,0.0,1319255.8,"Jl. Pelaku Usaha No. 1130, Banjarmasin",False,True
2025-12-11,Tamasya Cerah,11543617.97,8268339.78,2497533.25,9,Travel & Pariwisata,0,0.0,3275278.19,"Jl. Pelaku Usaha No. 1131, Jakarta Selatan",False,True
2025-12-11,Jejak Digital,10738820.0,18578841.04,3920361.65,11,Digital & Teknologi,1,7840021.04,0.0,"Jl. Pelaku Usaha No. 1132, Gorontalo",True,True
2025-12-11,Langkah Loka,5462257.47,8775247.72,2059088.57,8,Travel & Pariwisata,1,3312990.25,0.0,"Jl. Pelaku Usaha No. 1133, Palangka Raya",False,True
2025-12-11,CantikNusa,11537582.45,15758932.86,1914787.25,10,Kesehatan & Kecantikan,1,4221350.41,0.0,"Jl. Pelaku Usaha No. 1134, Jakarta Timur",False,True
2025-12-11,Langkah Loka,1986090.35,-1362227.01,1250153.43,9,Travel & Pariwisata,0,0.0,3348317.36,"Jl. Pelaku Usaha No. 1135, Cirebon",False,False
2025-12-11,Jejak Digital,11361471.12,13238565.1,1193116.8,3,Digital & Teknologi,1,1877093.98,0.0,"Jl. Pelaku Usaha No. 1136, Surabaya",True,True
2025-12-11,Sentra Loka,14209246.38,22606060.27,3705700.43,9,Kerajinan & Produk Lokal,1,8396813.89,0.0,"Jl. Pelaku Usaha No. 1137, Palu",False,False
2025-12-11,CantikNusa,11492430.6,11681752.13,4251460.97,8,Kesehatan & Kecantikan,1,189321.53,0.0,"Jl. Pelaku Usaha No. 1138, Pekanbaru",False,False
2025-12-11,Lahan Asa,13754093.5,17134884.14,1017976.51,9,Properti & Kontraktor,1,3380790.64,0.0,"Jl. Pelaku Usaha No. 1139, Kediri",False,True
2025-12-11,Rancak Raya,3130752.3,13051052.25,2700287.11,10,Fashion & Gaya Hidup,1,9920299.95,0.0,"Jl. Pelaku Usaha No. 1140, Padang",False,True
2025-12-11,NusaTrip,18313378.84,23820372.23,3144830.79,10,Travel & Pariwisata,1,5506993.39,0.0,"Jl. Pelaku Usaha No. 1141, Kendari",False,False
2025-12-11,Mitra Langit,15544458.34,25306774.57,2549392.8,8,Travel & Pariwisata,1,9762316.23,0.0,"Jl. Pelaku Usaha No. 1142, Kendari",False,True
2025-12-11,Rasa Pagi,3939997.06,2709146.48,4751577.36,11,F&B,0,0.0,1230850.58,"Jl. Pelaku Usaha No. 1143, Pasuruan",False,False
2025-12-11,Tamasya Cerah,12958217.57,22102932.24,770865.27,9,Travel & Pariwisata,1,9144714.67,0.0,"Jl. Pelaku Usaha No. 1144, Jakarta Barat",False,True
2025-12-11,Koding Karya,15577171.45,13042342.82,1606506.56,4,Digital & Teknologi,0,0.0,2534828.63,"Jl. Pelaku Usaha No. 1145, Tangerang Selatan",True,True
2025-12-11,Belanja Pintar,18067020.67,25138863.24,3116256.53,8,Retail & Toko Serba Ada,1,7071842.57,0.0,"Jl. Pelaku Usaha No. 1146, Jakarta Utara",False,True
2025-12-11,Sentra Loka,16547782.18,20635369.32,3295360.11,9,Kerajinan & Produk Lokal,1,4087587.14,0.0,"Jl. Pelaku Usaha No. 1147, Pematangsiantar",False,True
2025-12-11,Dapur Loka,19694455.18,22181469.63,3631712.75,12,F&B,1,2487014.45,0.0,"Jl. Pelaku Usaha No. 1148, Tasikmalaya",False,True
2025-12-11,Kriya Kita,15448136.65,15534083.87,3187896.06,12,Kerajinan & Produk Lokal,1,85947.22,0.0,"Jl. Pelaku Usaha No. 1149, Salatiga",False,False
2025-12-11,Kriya Kita,18629786.97,27651261.96,1650271.46,12,Kerajinan & Produk Lokal,1,9021474.99,0.0,"Jl. Pelaku Usaha No. 1150, Tangerang Selatan",False,False
2025-12-11,Asa Cendekia,16855208.23,20607221.65,2228353.34,9,Pendidikan & Pelatihan,1,3752013.42,0.0,"Jl. Pelaku Usaha No. 1151, Jakarta Pusat",False,False
2025-12-11,Sambal Senja,2737647.62,9227288.46,3427850.04,8,F&B,1,6489640.84,0.0,"Jl. Pelaku Usaha No. 1152, Padang Sidempuan",False,True
2025-12-11,Kriya Kita,18587493.18,18653413.37,2426973.1,12,Kerajinan & Produk Lokal,1,65920.19,0.0,"Jl. Pelaku Usaha No. 1153, Tanjungpinang",False,True
2025-12-11,RumaRaya,13520460.03,15484024.9,2709348.41,8,Retail & Toko Serba Ada,1,1963564.87,0.0,"Jl. Pelaku Usaha No. 1154, Bogor",False,False
2025-12-11,BitNusa,7485003.15,5392706.55,2809783.07,14,Digital & Teknologi,0,0.0,2092296.6,"Jl. Pelaku Usaha No. 1155, Bitung",True,False
2025-12-11,Langgananku,1600800.06,1300314.51,1581189.24,9,Retail & Toko Serba Ada,0,0.0,300485.55,"Jl. Pelaku Usaha No. 1156, Surakarta",False,False
2025-12-11,Langkah Cerah,4414200.88,9516777.45,700787.96,8,Pendidikan & Pelatihan,1,5102576.57,0.0,"Jl. Pelaku Usaha No. 1157, Pasuruan",False,True
2025-12-11,Dapur Loka,2235669.95,4560069.31,4174475.72,10,F&B,1,2324399.36,0.0,"Jl. Pelaku Usaha No. 1158, Jakarta Pusat",False,True
2025-12-11,Hijab Pelita,18623885.57,17834735.38,4838236.83,10,Fashion & Gaya Hidup,0,0.0,789150.19,"Jl. Pelaku Usaha No. 1159, Jayapura",False,False
2025-12-11,Toko PastiAda,10170572.85,19835220.19,4068931.77,9,Retail & Toko Serba Ada,1,9664647.34,0.0,"Jl. Pelaku Usaha No. 1160, Jayapura",False,True
2025-12-11,IdeLokal,9528353.2,12918435.39,1956170.87,19,Kreatif & Desain,1,3390082.19,0.0,"Jl. Pelaku Usaha No. 1161, Bekasi",True,False
2025-12-11,Hijab Pelita,12048561.57,21715967.1,1923894.45,8,Fashion & Gaya Hidup,1,9667405.53,0.0,"Jl. Pelaku Usaha No. 1162, Yogyakarta",False,False
2025-12-11,Klinik Asa,17733906.05,27579445.73,3237515.61,9,Kesehatan & Kecantikan,1,9845539.68,0.0,"Jl. Pelaku Usaha No. 1163, Sorong",False,True
2025-12-11,Jalan Jelajah,17463531.6,19317342.93,1449652.92,9,Travel & Pariwisata,1,1853811.33,0.0,"Jl. Pelaku Usaha No. 1164, Tangerang Selatan",False,True
2025-12-11,Rasa Pagi,13354690.0,12156804.45,700762.23,11,F&B,0,0.0,1197885.55,"Jl. Pelaku Usaha No. 1165, Palembang",False,True
2025-12-11,NusaTrip,8939276.38,4223318.83,2369937.1,10,Travel & Pariwisata,0,0.0,4715957.55,"Jl. Pelaku Usaha No. 1166, Jakarta",False,False
2025-12-11,Rancang Sejahtera,10686576.59,10561953.89,4633317.4,10,Properti & Kontraktor,0,0.0,124622.7,"Jl. Pelaku Usaha No. 1167, Semarang",False,False
2025-12-11,Sambal Senja,1554373.16,6412876.58,1049879.68,8,F&B,1,4858503.42,0.0,"Jl. Pelaku Usaha No. 1168, Tasikmalaya",False,False
2025-12-11,Langkah Cerah,10596823.69,11223971.04,1179237.24,13,Pendidikan & Pelatihan,1,627147.35,0.0,"Jl. Pelaku Usaha No. 1169, Bitung",False,False
2025-12-11,Sambal Senja,19678022.53,25774180.9,610390.52,10,F&B,1,6096158.37,0.0,"Jl. Pelaku Usaha No. 1170, Batam",False,False
2025-12-11,Rasa Pagi,14764025.96,19610172.81,3270440.04,12,F&B,1,4846146.85,0.0,"Jl. Pelaku Usaha No. 1171, Pematangsiantar",False,False
2025-12-11,RumaRaya,3014828.26,-892089.61,3144736.1,9,Retail & Toko Serba Ada,0,0.0,3906917.87,"Jl. Pelaku Usaha No. 1172, Tangerang Selatan",False,True
2025-12-11,RumaRaya,3622712.54,12857920.88,1285215.27,8,Retail & Toko Serba Ada,1,9235208.34,0.0,"Jl. Pelaku Usaha No. 1173, Banjarbaru",False,True
2025-12-11,Lini Rupa,16211610.53,21014839.11,2118255.36,8,Fashion & Gaya Hidup,1,4803228.58,0.0,"Jl. Pelaku Usaha No. 1174, Yogyakarta",False,False
2025-12-11,Koding Karya,11541028.8,16008815.34,2537217.62,8,Digital & Teknologi,1,4467786.54,0.0,"Jl. Pelaku Usaha No. 1175, Cilegon",True,True
2025-12-11,Sambal Senja,10098679.3,5813446.36,3669561.68,10,F&B,0,0.0,4285232.94,"Jl. Pelaku Usaha No. 1176, Bengkulu",False,True
2025-12-11,Kelas Rakyat,11382838.28,13763430.12,2933764.98,6,Pendidikan & Pelatihan,1,2380591.84,0.0,"Jl. Pelaku Usaha No. 1177, Makassar",False,False
2025-12-11,Dapur Loka,11324789.77,11092329.71,4953290.77,9,F&B,0,0.0,232460.06,"Jl. Pelaku Usaha No. 1178, Tarakan",False,True
2025-12-11,Hijab Pelita,3293372.16,174923.8,4939386.45,8,Fashion & Gaya Hidup,0,0.0,3118448.36,"Jl. Pelaku Usaha No. 1179, Bandung",False,True
2025-12-11,Langkah Loka,6143455.58,14592238.23,4542194.28,8,Travel & Pariwisata,1,8448782.65,0.0,"Jl. Pelaku Usaha No. 1180, Cirebon",False,True
2025-12-11,Koding Karya,7034822.52,7055687.45,4348152.08,13,Digital & Teknologi,1,20864.93,0.0,"Jl. Pelaku Usaha No. 1181, Surakarta",True,False
2025-12-11,Langkah Loka,15698036.17,17794309.43,3682749.21,8,Travel & Pariwisata,1,2096273.26,0.0,"Jl. Pelaku Usaha No. 1182, Serang",False,False
2025-12-11,Data Cerah,17872822.28,27512376.62,1911069.21,14,Digital & Teknologi,1,9639554.34,0.0,"Jl. Pelaku Usaha No. 1183, Sukabumi",True,True
2025-12-11,Rumah Kita,16907230.84,16284657.58,4925207.93,10,Properti & Kontraktor,0,0.0,622573.26,"Jl. Pelaku Usaha No. 1184, Kediri",False,True
2025-12-11,Bentuk Cerita,10970567.03,9264431.93,3973126.29,18,Kreatif & Desain,0,0.0,1706135.1,"Jl. Pelaku Usaha No. 1185, Tanjungpinang",True,True
2025-12-11,Tata Griya,19187980.79,20921771.11,4589011.68,12,Properti & Kontraktor,1,1733790.32,0.0,"Jl. Pelaku Usaha No. 1186, Lubuk Linggau",False,False
2025-12-11,Dapur Loka,17634700.28,14971205.78,1226889.98,12,F&B,0,0.0,2663494.5,"Jl. Pelaku Usaha No. 1187, Cirebon",False,False
2025-12-11,Sentra Loka,17193552.98,25223585.79,4512069.09,9,Kerajinan & Produk Lokal,1,8030032.81,0.0,"Jl. Pelaku Usaha No. 1188, Pasuruan",False,True
2025-12-11,Rancak Raya,11138697.05,10431436.6,4107668.99,9,Fashion & Gaya Hidup,0,0.0,707260.45,"Jl. Pelaku Usaha No. 1189, Denpasar",False,True
2025-12-11,Jejak Digital,3438937.9,6319083.96,2994811.91,10,Digital & Teknologi,1,2880146.06,0.0,"Jl. Pelaku Usaha No. 1190, Tarakan",True,True
2025-12-11,Jejak Digital,8625480.28,4557680.28,4648048.5,20,Digital & Teknologi,0,0.0,4067800.0,"Jl. Pelaku Usaha No. 1191, Kupang",True,False
2025-12-11,Tamasya Cerah,9194496.87,7792629.34,4804158.02,10,Travel & Pariwisata,0,0.0,1401867.53,"Jl. Pelaku Usaha No. 1192, Ternate",False,False
2025-12-11,Pelita Cita,4834315.4,4740731.67,4628418.92,11,Pendidikan & Pelatihan,0,0.0,93583.73,"Jl. Pelaku Usaha No. 1193, Cirebon",False,False
2025-12-11,Belanja Pintar,3150911.21,7768361.24,4092212.56,9,Retail & Toko Serba Ada,1,4617450.03,0.0,"Jl. Pelaku Usaha No. 1194, Banjarmasin",False,True
2025-12-11,Rancak Raya,12873478.15,10748272.15,2993580.37,10,Fashion & Gaya Hidup,0,0.0,2125206.0,"Jl. Pelaku Usaha No. 1195, Sukabumi",False,False
2025-12-11,Koding Karya,3431335.85,8865130.14,3590716.16,19,Digital & Teknologi,1,5433794.29,0.0,"Jl. Pelaku Usaha No. 1196, Bandung",True,True
2025-12-11,Kriya Kita,6992882.53,9107971.39,1340647.05,12,Kerajinan & Produk Lokal,1,2115088.86,0.0,"Jl. Pelaku Usaha No. 1197, Tegal",False,False
2025-12-11,Bangun Cerita,5379223.14,5405924.58,4673398.81,8,Properti & Kontraktor,1,26701.44,0.0,"Jl. Pelaku Usaha No. 1198, Batam",False,True
2025-12-11,Harga Loka,15835079.41,25565443.7,1580018.36,10,Retail & Toko Serba Ada,1,9730364.29,0.0,"Jl. Pelaku Usaha No. 1199, Tangerang",False,False
2025-12-11,Dapur Loka,15811123.08,21832880.24,2670600.3,11,F&B,1,6021757.16,0.0,"Jl. Pelaku Usaha No. 1200, Jakarta Pusat",False,False
2025-12-25,Lini Rupa,4344527.37,9899152.56,2050809.39,10,Fashion & Gaya Hidup,1,5554625.19,0.0,"Jl. Pelaku Usaha No. 1201, Cirebon",False,True
2025-12-25,Rumah Kita,15877322.0,11800980.87,1218169.79,9,Properti & Kontraktor,0,0.0,4076341.13,"Jl. Pelaku Usaha No. 1202, Pasuruan",False,False
2025-12-25,Kriya Kita,13994423.59,23709132.01,1251209.76,10,Kerajinan & Produk Lokal,1,9714708.42,0.0,"Jl. Pelaku Usaha No. 1203, Bogor",False,True
2025-12-25,Langkah Cerah,17038445.29,21061637.44,1770779.51,13,Pendidikan & Pelatihan,1,4023192.15,0.0,"Jl. Pelaku Usaha No. 1204, Bitung",False,False
2025-12-25,Harga Loka,5673536.36,5966166.79,3677584.9,8,Retail & Toko Serba Ada,1,292630.43,0.0,"Jl. Pelaku Usaha No. 1205, Surakarta",False,True
2025-12-25,Hijab Pelita,1665772.15,-991655.45,2296167.55,9,Fashion & Gaya Hidup,0,0.0,2657427.6,"Jl. Pelaku Usaha No. 1206, Padang Sidempuan",False,True
2025-12-25,Lahan Asa,8780615.22,18169642.7,3518926.86,9,Properti & Kontraktor,1,9389027.48,0.0,"Jl. Pelaku Usaha No. 1207, Bengkulu",False,False
2025-12-25,Karya Warna,3481261.46,11527777.5,4972793.13,11,Kerajinan & Produk Lokal,1,8046516.04,0.0,"Jl. Pelaku Usaha No. 1208, Makassar",False,False
2025-12-25,Citra Akar,5587623.68,3208173.04,3352631.8,4,Kreatif & Desain,0,0.0,2379450.64,"Jl. Pelaku Usaha No. 1209, Ternate",True,True
2025-12-25,Bimbingan Cerita,1229365.05,-907638.82,1106769.02,18,Pendidikan & Pelatihan,0,0.0,2137003.87,"Jl. Pelaku Usaha No. 1210, Tangerang",False,False
2025-12-25,Data Cerah,6450389.72,14140111.06,845971.26,10,Digital & Teknologi,1,7689721.34,0.0,"Jl. Pelaku Usaha No. 1211, Balikpapan",True,True
2025-12-25,NusaTrip,6488197.72,12595023.42,1867631.12,10,Travel & Pariwisata,1,6106825.7,0.0,"Jl. Pelaku Usaha No. 1212, Surabaya",False,True
2025-12-25,CantikNusa,13912504.51,21028071.94,1072941.21,9,Kesehatan & Kecantikan,1,7115567.43,0.0,"Jl. Pelaku Usaha No. 1213, Bandung",False,False
2025-12-25,Rupa Nusantara,11467682.45,12617936.73,1119719.68,9,Kerajinan & Produk Lokal,1,1150254.28,0.0,"Jl. Pelaku Usaha No. 1214, Manado",False,False
2025-12-25,Jajan Jadoel,6765053.21,11506335.19,510573.98,8,F&B,1,4741281.98,0.0,"Jl. Pelaku Usaha No. 1215, Yogyakarta",False,False
2025-12-25,Rupa Sejiwa,2576772.21,12334957.92,3085160.87,10,Kesehatan & Kecantikan,1,9758185.71,0.0,"Jl. Pelaku Usaha No. 1216, Yogyakarta",False,False
2025-12-25,BitNusa,3973734.67,3167300.03,863528.4,6,Digital & Teknologi,0,0.0,806434.64,"Jl. Pelaku Usaha No. 1217, Banjar",True,True
2025-12-25,Bumi Perca,11221812.94,15710040.41,4541262.63,8,Fashion & Gaya Hidup,1,4488227.47,0.0,"Jl. Pelaku Usaha No. 1218, Balikpapan",False,False
2025-12-25,Laras Care,16505304.14,25149175.39,4971539.64,9,Kesehatan & Kecantikan,1,8643871.25,0.0,"Jl. Pelaku Usaha No. 1219, Tarakan",False,False
2025-12-25,Sentra Loka,16542109.83,14908910.21,4564280.2,8,Kerajinan & Produk Lokal,0,0.0,1633199.62,"Jl. Pelaku Usaha No. 1220, Pematangsiantar",False,True
2025-12-25,BitNusa,13773759.8,13331291.75,1518846.38,7,Digital & Teknologi,0,0.0,442468.05,"Jl. Pelaku Usaha No. 1221, Jakarta Barat",True,True
2025-12-25,BitNusa,6073770.5,4774340.53,4941269.2,20,Digital & Teknologi,0,0.0,1299429.97,"Jl. Pelaku Usaha No. 1222, Balikpapan",True,True
2025-12-25,Jajan Jadoel,5969165.53,11553358.07,2842054.82,9,F&B,1,5584192.54,0.0,"Jl. Pelaku Usaha No. 1223, Batu",False,False
2025-12-25,Bimbingan Cerita,17161189.11,26505031.68,3609147.57,16,Pendidikan & Pelatihan,1,9343842.57,0.0,"Jl. Pelaku Usaha No. 1224, Depok",False,True
2025-12-25,Rasa Pagi,8218878.01,7704502.67,2005094.84,11,F&B,0,0.0,514375.34,"Jl. Pelaku Usaha No. 1225, Samarinda",False,False
2025-12-25,Harga Loka,18851061.2,23602282.19,3115089.19,10,Retail & Toko Serba Ada,1,4751220.99,0.0,"Jl. Pelaku Usaha No. 1226, Sukabumi",False,False
2025-12-25,Karya Warna,18124255.52,24794741.95,4826295.43,9,Kerajinan & Produk Lokal,1,6670486.43,0.0,"Jl. Pelaku Usaha No. 1227, Madiun",False,False
2025-12-25,Bentuk Cerita,9089271.51,6963062.93,691353.38,8,Kreatif & Desain,0,0.0,2126208.58,"Jl. Pelaku Usaha No. 1228, Jakarta Barat",True,True
2025-12-25,Rupa Nusantara,11664765.61,12474115.59,1432089.61,8,Kerajinan & Produk Lokal,1,809349.98,0.0,"Jl. Pelaku Usaha No. 1229, Bandung",False,False
2025-12-25,Teh & Cerita,11251324.4,19833368.39,3613380.17,10,F&B,1,8582043.99,0.0,"Jl. Pelaku Usaha No. 1230, Lubuk Linggau",False,True
2025-12-25,Rancak Raya,3814291.78,12604337.87,1744921.22,9,Fashion & Gaya Hidup,1,8790046.09,0.0,"Jl. Pelaku Usaha No. 1231, Makassar",False,False
2025-12-25,Bangun Cerita,8298248.22,9712247.75,2664671.02,9,Properti & Kontraktor,1,1413999.53,0.0,"Jl. Pelaku Usaha No. 1232, Pekanbaru",False,False
2025-12-25,Studio Karsa,8226051.81,12767149.08,4088847.61,2,Kreatif & Desain,1,4541097.27,0.0,"Jl. Pelaku Usaha No. 1233, Batu",True,True
